model,k,recall,hitrate,ndcg,map,mrr,users
final_retrieval_two_tower_faiss_hybrid3,10,0.07579340385812072,0.07579340385812072,0.03644152450609416,0.024670143518930043,0.024670143518930043,8035
final_retrieval_two_tower_faiss_hybrid3,20,0.1298070939639079,0.1298070939639079,0.04991432757031154,0.028272583683691448,0.028272583683691448,8035
final_retrieval_two_tower_faiss_hybrid3,50,0.2502800248911014,0.2502800248911014,0.07362729512719647,0.03199977556491973,0.03199977556491973,8035
final_ranker_two_tower_hybrid3,10,0.08985687616677038,0.08985687616677038,0.04372271329591463,0.02992987030945953,0.02992987030945953,8035
final_ranker_two_tower_hybrid3,20,0.14872433105164903,0.14872433105164903,0.05853372347221566,0.033956180021054765,0.033956180021054765,8035
final_ranker_two_tower_hybrid3,50,0.27081518357187306,0.27081518357187306,0.08266475037768704,0.03779247615386152,0.03779247615386152,8035
final_ranker_ensemble,10,0.0878655880522713,0.0878655880522713,0.04273715733722209,0.029163678746752728,0.029163678746752728,8035
final_ranker_ensemble,20,0.14822650902302426,0.14822650902302426,0.05786081104808621,0.03324201001292412,0.03324201001292412,8035
final_ranker_ensemble,50,0.2704418170504045,0.2704418170504045,0.08188592408279304,0.03700848400067494,0.03700848400067494,8035
