model,k,recall,hitrate,ndcg,map,mrr,users
final_retrieval_two_tower_faiss_hybrid3,10,0.08014934660858743,0.08014934660858743,0.038426553165385874,0.02601283077014249,0.02601283077014249,8035
final_retrieval_two_tower_faiss_hybrid3,20,0.1371499688861232,0.1371499688861232,0.05270557341529053,0.029860903341558775,0.029860903341558775,8035
final_retrieval_two_tower_faiss_hybrid3,50,0.2771624144368388,0.2771624144368388,0.08028531918332497,0.034204728884439255,0.034204728884439255,8035
final_ranker_two_tower_hybrid3,10,0.09931549471064094,0.09931549471064094,0.047282284253316424,0.03172800545233644,0.03172800545233644,8035
final_ranker_two_tower_hybrid3,20,0.1685127566894835,0.1685127566894835,0.06466088166057017,0.03643712220308699,0.03643712220308699,8035
final_ranker_two_tower_hybrid3,50,0.3060360920970753,0.3060360920970753,0.09180996715837568,0.040739650786727206,0.040739650786727206,8035
final_ranker_ensemble,10,0.10180460485376477,0.10180460485376477,0.048051614416291244,0.03202901986349395,0.03202901986349395,8035
final_ranker_ensemble,20,0.16913503422526446,0.16913503422526446,0.06497554286989243,0.036621785164008415,0.036621785164008415,8035
final_ranker_ensemble,50,0.3076540136901058,0.3076540136901058,0.09240581621688622,0.041001518369891514,0.041001518369891514,8035
