model,k,recall,hitrate,ndcg,map,mrr,users
final_retrieval_two_tower_faiss_hybrid3,10,0.07654013690105788,0.07654013690105788,0.03568185453774341,0.023572910184608963,0.023572910184608963,8035
final_retrieval_two_tower_faiss_hybrid3,20,0.1373988799004356,0.1373988799004356,0.05098787535772331,0.02773281508775987,0.02773281508775987,8035
final_retrieval_two_tower_faiss_hybrid3,50,0.2698195395146235,0.2698195395146235,0.07695616265361044,0.03177644902962445,0.03177644902962445,8035
final_ranker_two_tower_hybrid3,10,0.09296826384567516,0.09296826384567516,0.0454216736637455,0.031242925297063375,0.031242925297063375,8035
final_ranker_two_tower_hybrid3,20,0.15768512756689484,0.15768512756689484,0.061618141936985844,0.035601953899095165,0.035601953899095165,8035
final_ranker_two_tower_hybrid3,50,0.29495955196017426,0.29495955196017426,0.08868087765077416,0.03987636017333329,0.03987636017333329,8035
final_ranker_ensemble,10,0.08985687616677038,0.08985687616677038,0.04215694286777041,0.02784879643622637,0.02784879643622637,8035
final_ranker_ensemble,20,0.1609209707529558,0.1609209707529558,0.0599341242882054,0.03262942440452883,0.03262942440452883,8035
final_ranker_ensemble,50,0.295457373988799,0.295457373988799,0.08653468793924582,0.036860288368286726,0.036860288368286726,8035
